concept,polarity,closeness_male,closeness_female,closeness_global_north,closeness_global_south
ebit_narrow,negative,,,,
ebit_low,negative,,,,
ebit_less,negative,,,,
ebit_below,negative,,,,
ebita_down,negative,,,,
ebita_decline,negative,,,,
ebita_decrease,negative,,,,
ebita_drop,negative,,,,
ebita_fall,negative,,,,
ebita_halv,negative,,,,
ebita_slip,negative,,,,
ebita_slow,negative,,,,
ebita_stay,negative,,,,
ebita_diminish,negative,,,,
ebita_slide,negative,,,,
ebita_narrow,negative,,,,
ebita_low,negative,,,,
ebita_less,negative,,,,
ebita_below,negative,,,,
performance_down,negative,,,,
performance_decline,negative,,,,
performance_decrease,negative,,,,
performance_drop,negative,,,,
performance_fall,negative,,,,
performance_halv,negative,,,,
performance_slip,negative,,,,
performance_slow,negative,,,,
performance_stay,negative,,,,
performance_diminish,negative,,,,
performance_slide,negative,,,,
performance_narrow,negative,,,,
performance_low,negative,,,,
performance_less,negative,,,,
performance_below,negative,,,,
value_down,negative,,,,
value_decline,negative,,,,
value_decrease,negative,,,,
value_drop,negative,,,,
value_fall,negative,,,,
value_halv,negative,,,,
value_slip,negative,,,,
value_slow,negative,,,,
value_stay,negative,,,,
value_diminish,negative,,,,
value_slide,negative,,,,
value_narrow,negative,,,,
value_low,negative,,,,
value_less,negative,,,,
value_below,negative,,,,
export_down,negative,,,,
export_decline,negative,,,,
export_decrease,negative,,,,
export_drop,negative,,,,
export_fall,negative,,,,
export_halv,negative,,,,
export_slip,negative,,,,
export_slow,negative,,,,
export_stay,negative,,,,
export_diminish,negative,,,,
export_slide,negative,,,,
export_narrow,negative,,,,
export_low,negative,,,,
export_less,negative,,,,
export_below,negative,,,,
cash_down,negative,,,,
cash_decline,negative,,,,
cash_decrease,negative,,,,
cash_drop,negative,,,,
cash_fall,negative,,,,
cash_halv,negative,,,,
cash_slip,negative,,,,
cash_slow,negative,,,,
cash_stay,negative,,,,
cash_diminish,negative,,,,
cash_slide,negative,,,,
cash_narrow,negative,,,,
cash_low,negative,,,,
cash_less,negative,,,,
cash_below,negative,,,,
return_down,negative,,,,
return_decline,negative,,,,
return_decrease,negative,,,,
return_drop,negative,,,,
return_fall,negative,,,,
return_halv,negative,,,,
return_slip,negative,,,,
return_slow,negative,,,,
return_stay,negative,,,,
return_diminish,negative,,,,
return_slide,negative,,,,
return_narrow,negative,,,,
return_low,negative,,,,
return_less,negative,,,,
return_below,negative,,,,
operation_down,negative,,,,
operation_decline,negative,,,,
operation_decrease,negative,,,,
operation_drop,negative,,,,
operation_fall,negative,,,,
operation_halv,negative,,,,
operation_slip,negative,,,,
operation_slow,negative,,,,
operation_stay,negative,,,,
operation_diminish,negative,,,,
operation_slide,negative,,,,
operation_narrow,negative,,,,
operation_low,negative,,,,
operation_less,negative,,,,
operation_below,negative,,,,
order_down,negative,,,,
order_decline,negative,,,,
order_decrease,negative,,,,
order_drop,negative,,,,
order_fall,negative,,,,
order_halv,negative,,,,
order_slip,negative,,,,
order_slow,negative,,,,
order_stay,negative,,,,
order_diminish,negative,,,,
order_slide,negative,,,,
order_narrow,negative,,,,
order_low,negative,,,,
order_less,negative,,,,
order_below,negative,,,,
demand_down,negative,,,,
demand_decline,negative,,,,
demand_decrease,negative,,,,
demand_drop,negative,,,,
demand_fall,negative,,,,
demand_halv,negative,,,,
demand_slip,negative,,,,
demand_slow,negative,,,,
demand_stay,negative,,,,
demand_diminish,negative,,,,
demand_slide,negative,,,,
demand_narrow,negative,,,,
demand_low,negative,,,,
demand_less,negative,,,,
demand_below,negative,,,,
growth_down,negative,,,,
growth_decline,negative,,,,
growth_decrease,negative,,,,
growth_drop,negative,,,,
growth_fall,negative,,,,
growth_halv,negative,,,,
growth_slip,negative,,,,
growth_slow,negative,,,,
growth_stay,negative,,,,
growth_diminish,negative,,,,
growth_slide,negative,,,,
growth_narrow,negative,,,,
growth_low,negative,,,,
growth_less,negative,,,,
growth_below,negative,,,,
profit_up,positive,,,,
profit_double,positive,,,,
profit_go,positive,,,,
profit_grow,positive,,,,
profit_increase,positive,,,,
profit_jump,positive,,,,
profit_rise,positive,,,,
profit_rocket,positive,,,,
profit_soar,positive,,,,
profit_surge,positive,,,,
profit_trip,positive,,,,
profit_continue,positive,,,,
profit_reach,positive,,,,
profit_support,positive,,,,
profit_stand,positive,,,,
profit_raise,positive,,,,
profit_exceed,positive,,,,
profit_high,positive,,,,
profit_more,positive,,,,
profit_above,positive,,,,
revenue_up,positive,,,,
revenue_double,positive,,,,
revenue_go,positive,,,,
revenue_grow,positive,,,,
revenue_increase,positive,,,,
revenue_jump,positive,,,,
revenue_rise,positive,,,,
revenue_rocket,positive,,,,
revenue_soar,positive,,,,
revenue_surge,positive,,,,
revenue_trip,positive,,,,
revenue_continue,positive,,,,
revenue_reach,positive,,,,
revenue_support,positive,,,,
revenue_stand,positive,,,,
revenue_raise,positive,,,,
revenue_exceed,positive,,,,
revenue_high,positive,,,,
revenue_more,positive,,,,
revenue_above,positive,,,,
earning_up,positive,,,,
earning_double,positive,,,,
earning_go,positive,,,,
earning_grow,positive,,,,
earning_increase,positive,,,,
earning_jump,positive,,,,
earning_rise,positive,,,,
earning_rocket,positive,,,,
earning_soar,positive,,,,
earning_surge,positive,,,,
earning_trip,positive,,,,
earning_continue,positive,,,,
earning_reach,positive,,,,
earning_support,positive,,,,
earning_stand,positive,,,,
earning_raise,positive,,,,
earning_exceed,positive,,,,
earning_high,positive,,,,
earning_more,positive,,,,
earning_above,positive,,,,
sale_up,positive,,,,
sale_double,positive,,,,
sale_go,positive,,,,
sale_grow,positive,,,,
sale_increase,positive,,,,
sale_jump,positive,,,,
sale_rise,positive,,,,
sale_rocket,positive,,,,
sale_soar,positive,,,,
sale_surge,positive,,,,
sale_trip,positive,,,,
sale_continue,positive,,,,
sale_reach,positive,,,,
sale_support,positive,,,,
sale_stand,positive,,,,
sale_raise,positive,,,,
sale_exceed,positive,,,,
sale_high,positive,,,,
sale_more,positive,,,,
sale_above,positive,,,,
share_up,positive,,,,
share_double,positive,,,,
share_go,positive,,,,
share_grow,positive,,,,
share_increase,positive,,,,
share_jump,positive,,,,
share_rise,positive,,,,
share_rocket,positive,,,,
share_soar,positive,,,,
share_surge,positive,,,,
share_trip,positive,,,,
share_continue,positive,,,,
share_reach,positive,,,,
share_support,positive,,,,
share_stand,positive,,,,
share_raise,positive,,,,
share_exceed,positive,,,,
share_high,positive,,,,
share_more,positive,,,,
share_above,positive,,,,
dividend_up,positive,,,,
dividend_double,positive,,,,
dividend_go,positive,,,,
dividend_grow,positive,,,,
dividend_increase,positive,,,,
dividend_jump,positive,,,,
dividend_rise,positive,,,,
dividend_rocket,positive,,,,
dividend_soar,positive,,,,
dividend_surge,positive,,,,
dividend_trip,positive,,,,
dividend_continue,positive,,,,
dividend_reach,positive,,,,
dividend_support,positive,,,,
dividend_stand,positive,,,,
dividend_raise,positive,,,,
dividend_exceed,positive,,,,
dividend_high,positive,,,,
dividend_more,positive,,,,
dividend_above,positive,,,,
volume_up,positive,,,,
volume_double,positive,,,,
volume_go,positive,,,,
volume_grow,positive,,,,
volume_increase,positive,,,,
volume_jump,positive,,,,
volume_rise,positive,,,,
volume_rocket,positive,,,,
volume_soar,positive,,,,
volume_surge,positive,,,,
volume_trip,positive,,,,
volume_continue,positive,,,,
volume_reach,positive,,,,
volume_support,positive,,,,
volume_stand,positive,,,,
volume_raise,positive,,,,
volume_exceed,positive,,,,
volume_high,positive,,,,
volume_more,positive,,,,
volume_above,positive,,,,
savings_up,positive,,,,
savings_double,positive,,,,
savings_go,positive,,,,
savings_grow,positive,,,,
savings_increase,positive,,,,
savings_jump,positive,,,,
savings_rise,positive,,,,
savings_rocket,positive,,,,
savings_soar,positive,,,,
savings_surge,positive,,,,
savings_trip,positive,,,,
savings_continue,positive,,,,
savings_reach,positive,,,,
savings_support,positive,,,,
savings_stand,positive,,,,
savings_raise,positive,,,,
savings_exceed,positive,,,,
savings_high,positive,,,,
savings_more,positive,,,,
savings_above,positive,,,,
turnover_up,positive,,,,
turnover_double,positive,,,,
turnover_go,positive,,,,
turnover_grow,positive,,,,
turnover_increase,positive,,,,
turnover_jump,positive,,,,
turnover_rise,positive,,,,
turnover_rocket,positive,,,,
turnover_soar,positive,,,,
turnover_surge,positive,,,,
turnover_trip,positive,,,,
turnover_continue,positive,,,,
turnover_reach,positive,,,,
turnover_support,positive,,,,
turnover_stand,positive,,,,
turnover_raise,positive,,,,
turnover_exceed,positive,,,,
turnover_high,positive,,,,
turnover_more,positive,,,,
turnover_above,positive,,,,
price_up,positive,,,,
price_double,positive,,,,
price_go,positive,,,,
price_grow,positive,,,,
price_increase,positive,,,,
price_jump,positive,,,,
price_rise,positive,,,,
price_rocket,positive,,,,
price_soar,positive,,,,
price_surge,positive,,,,
price_trip,positive,,,,
price_continue,positive,,,,
price_reach,positive,,,,
price_support,positive,,,,
price_stand,positive,,,,
price_raise,positive,,,,
price_exceed,positive,,,,
price_high,positive,,,,
price_more,positive,,,,
price_above,positive,,,,
result_up,positive,,,,
result_double,positive,,,,
result_go,positive,,,,
result_grow,positive,,,,
result_increase,positive,,,,
result_jump,positive,,,,
result_rise,positive,,,,
result_rocket,positive,,,,
result_soar,positive,,,,
result_surge,positive,,,,
result_trip,positive,,,,
result_continue,positive,,,,
result_reach,positive,,,,
result_support,positive,,,,
result_stand,positive,,,,
result_raise,positive,,,,
result_exceed,positive,,,,
result_high,positive,,,,
result_more,positive,,,,
result_above,positive,,,,
income_up,positive,,,,
income_double,positive,,,,
income_go,positive,,,,
income_grow,positive,,,,
income_increase,positive,,,,
income_jump,positive,,,,
income_rise,positive,,,,
income_rocket,positive,,,,
income_soar,positive,,,,
income_surge,positive,,,,
income_trip,positive,,,,
income_continue,positive,,,,
income_reach,positive,,,,
income_support,positive,,,,
income_stand,positive,,,,
income_raise,positive,,,,
income_exceed,positive,,,,
income_high,positive,,,,
income_more,positive,,,,
income_above,positive,,,,
margin_up,positive,,,,
margin_double,positive,,,,
margin_go,positive,,,,
margin_grow,positive,,,,
margin_increase,positive,,,,
margin_jump,positive,,,,
margin_rise,positive,,,,
margin_rocket,positive,,,,
margin_soar,positive,,,,
margin_surge,positive,,,,
margin_trip,positive,,,,
margin_continue,positive,,,,
margin_reach,positive,,,,
margin_support,positive,,,,
margin_stand,positive,,,,
margin_raise,positive,,,,
margin_exceed,positive,,,,
margin_high,positive,,,,
margin_more,positive,,,,
margin_above,positive,,,,
eps_up,positive,,,,
eps_double,positive,,,,
eps_go,positive,,,,
eps_grow,positive,,,,
eps_increase,positive,,,,
eps_jump,positive,,,,
eps_rise,positive,,,,
eps_rocket,positive,,,,
eps_soar,positive,,,,
eps_surge,positive,,,,
eps_trip,positive,,,,
eps_continue,positive,,,,
eps_reach,positive,,,,
eps_support,positive,,,,
eps_stand,positive,,,,
eps_raise,positive,,,,
eps_exceed,positive,,,,
eps_high,positive,,,,
eps_more,positive,,,,
eps_above,positive,,,,
ebit_up,positive,,,,
ebit_double,positive,,,,
ebit_go,positive,,,,
ebit_grow,positive,,,,
ebit_increase,positive,,,,
ebit_jump,positive,,,,
ebit_rise,positive,,,,
ebit_rocket,positive,,,,
ebit_soar,positive,,,,
ebit_surge,positive,,,,
ebit_trip,positive,,,,
ebit_continue,positive,,,,
ebit_reach,positive,,,,
ebit_support,positive,,,,
ebit_stand,positive,,,,
ebit_raise,positive,,,,
ebit_exceed,positive,,,,
ebit_high,positive,,,,
ebit_more,positive,,,,
ebit_above,positive,,,,
ebita_up,positive,,,,
ebita_double,positive,,,,
ebita_go,positive,,,,
ebita_grow,positive,,,,
ebita_increase,positive,,,,
ebita_jump,positive,,,,
ebita_rise,positive,,,,
ebita_rocket,positive,,,,
ebita_soar,positive,,,,
ebita_surge,positive,,,,
ebita_trip,positive,,,,
ebita_continue,positive,,,,
ebita_reach,positive,,,,
ebita_support,positive,,,,
ebita_stand,positive,,,,
ebita_raise,positive,,,,
ebita_exceed,positive,,,,
ebita_high,positive,,,,
ebita_more,positive,,,,
ebita_above,positive,,,,
performance_up,positive,,,,
performance_double,positive,,,,
performance_go,positive,,,,
performance_grow,positive,,,,
performance_increase,positive,,,,
performance_jump,positive,,,,
performance_rise,positive,,,,
performance_rocket,positive,,,,
performance_soar,positive,,,,
performance_surge,positive,,,,
performance_trip,positive,,,,
performance_continue,positive,,,,
performance_reach,positive,,,,
performance_support,positive,,,,
performance_stand,positive,,,,
performance_raise,positive,,,,
performance_exceed,positive,,,,
performance_high,positive,,,,
performance_more,positive,,,,
performance_above,positive,,,,
value_up,positive,,,,
value_double,positive,,,,
value_go,positive,,,,
value_grow,positive,,,,
value_increase,positive,,,,
value_jump,positive,,,,
value_rise,positive,,,,
value_rocket,positive,,,,
value_soar,positive,,,,
value_surge,positive,,,,
value_trip,positive,,,,
value_continue,positive,,,,
value_reach,positive,,,,
value_support,positive,,,,
value_stand,positive,,,,
value_raise,positive,,,,
value_exceed,positive,,,,
value_high,positive,,,,
value_more,positive,,,,
value_above,positive,,,,
export_up,positive,,,,
export_double,positive,,,,
export_go,positive,,,,
export_grow,positive,,,,
export_increase,positive,,,,
export_jump,positive,,,,
export_rise,positive,,,,
export_rocket,positive,,,,
export_soar,positive,,,,
export_surge,positive,,,,
export_trip,positive,,,,
export_continue,positive,,,,
export_reach,positive,,,,
export_support,positive,,,,
export_stand,positive,,,,
export_raise,positive,,,,
export_exceed,positive,,,,
export_high,positive,,,,
export_more,positive,,,,
export_above,positive,,,,
cash_up,positive,,,,
cash_double,positive,,,,
cash_go,positive,,,,
cash_grow,positive,,,,
cash_increase,positive,,,,
cash_jump,positive,,,,
cash_rise,positive,,,,
cash_rocket,positive,,,,
cash_soar,positive,,,,
cash_surge,positive,,,,
cash_trip,positive,,,,
cash_continue,positive,,,,
cash_reach,positive,,,,
cash_support,positive,,,,
cash_stand,positive,,,,
cash_raise,positive,,,,
cash_exceed,positive,,,,
cash_high,positive,,,,
cash_more,positive,,,,
cash_above,positive,,,,
return_up,positive,,,,
return_double,positive,,,,
return_go,positive,,,,
return_grow,positive,,,,
return_increase,positive,,,,
return_jump,positive,,,,
return_rise,positive,,,,
return_rocket,positive,,,,
return_soar,positive,,,,
return_surge,positive,,,,
return_trip,positive,,,,
return_continue,positive,,,,
return_reach,positive,,,,
return_support,positive,,,,
return_stand,positive,,,,
return_raise,positive,,,,
return_exceed,positive,,,,
return_high,positive,,,,
return_more,positive,,,,
return_above,positive,,,,
operation_up,positive,,,,
operation_double,positive,,,,
operation_go,positive,,,,
operation_grow,positive,,,,
operation_increase,positive,,,,
operation_jump,positive,,,,
operation_rise,positive,,,,
operation_rocket,positive,,,,
operation_soar,positive,,,,
operation_surge,positive,,,,
operation_trip,positive,,,,
operation_continue,positive,,,,
operation_reach,positive,,,,
operation_support,positive,,,,
operation_stand,positive,,,,
operation_raise,positive,,,,
operation_exceed,positive,,,,
operation_high,positive,,,,
operation_more,positive,,,,
operation_above,positive,,,,
order_up,positive,,,,
order_double,positive,,,,
order_go,positive,,,,
order_grow,positive,,,,
order_increase,positive,,,,
order_jump,positive,,,,
order_rise,positive,,,,
order_rocket,positive,,,,
order_soar,positive,,,,
order_surge,positive,,,,
order_trip,positive,,,,
order_continue,positive,,,,
order_reach,positive,,,,
order_support,positive,,,,
order_stand,positive,,,,
order_raise,positive,,,,
order_exceed,positive,,,,
order_high,positive,,,,
order_more,positive,,,,
order_above,positive,,,,
demand_up,positive,,,,
demand_double,positive,,,,
demand_go,positive,,,,
demand_grow,positive,,,,
demand_increase,positive,,,,
demand_jump,positive,,,,
demand_rise,positive,,,,
demand_rocket,positive,,,,
demand_soar,positive,,,,
demand_surge,positive,,,,
demand_trip,positive,,,,
demand_continue,positive,,,,
demand_reach,positive,,,,
demand_support,positive,,,,
demand_stand,positive,,,,
demand_raise,positive,,,,
demand_exceed,positive,,,,
demand_high,positive,,,,
demand_more,positive,,,,
demand_above,positive,,,,
growth_up,positive,,,,
growth_double,positive,,,,
growth_go,positive,,,,
growth_grow,positive,,,,
growth_increase,positive,,,,
growth_jump,positive,,,,
growth_rise,positive,,,,
growth_rocket,positive,,,,
growth_soar,positive,,,,
growth_surge,positive,,,,
growth_trip,positive,,,,
growth_continue,positive,,,,
growth_reach,positive,,,,
growth_support,positive,,,,
growth_stand,positive,,,,
growth_raise,positive,,,,
growth_exceed,positive,,,,
growth_high,positive,,,,
growth_more,positive,,,,
growth_above,positive,,,,
expenditure_down,positive,,,,
expenditure_decline,positive,,,,
expenditure_decrease,positive,,,,
expenditure_drop,positive,,,,
expenditure_fall,positive,,,,
expenditure_halv,positive,,,,
expenditure_slip,positive,,,,
expenditure_slow,positive,,,,
expenditure_stay,positive,,,,
expenditure_diminish,positive,,,,
expenditure_slide,positive,,,,
expenditure_narrow,positive,,,,
expenditure_low,positive,,,,
expenditure_less,positive,,,,
expenditure_below,positive,,,,
loss_down,positive,,,,
loss_decline,positive,,,,
loss_decrease,positive,,,,
loss_drop,positive,,,,
loss_fall,positive,,,,
loss_halv,positive,,,,
loss_slip,positive,,,,
loss_slow,positive,,,,
loss_stay,positive,,,,
loss_diminish,positive,,,,
loss_slide,positive,,,,
loss_narrow,positive,,,,
loss_low,positive,,,,
loss_less,positive,,,,
loss_below,positive,,,,
debt_down,positive,,,,
debt_decline,positive,,,,
debt_decrease,positive,,,,
debt_drop,positive,,,,
debt_fall,positive,,,,
debt_halv,positive,,,,
debt_slip,positive,,,,
debt_slow,positive,,,,
debt_stay,positive,,,,
debt_diminish,positive,,,,
debt_slide,positive,,,,
debt_narrow,positive,,,,
debt_low,positive,,,,
debt_less,positive,,,,
debt_below,positive,,,,
indebtedness_down,positive,,,,
indebtedness_decline,positive,,,,
indebtedness_decrease,positive,,,,
indebtedness_drop,positive,,,,
indebtedness_fall,positive,,,,
indebtedness_halv,positive,,,,
indebtedness_slip,positive,,,,
indebtedness_slow,positive,,,,
indebtedness_stay,positive,,,,
indebtedness_diminish,positive,,,,
indebtedness_slide,positive,,,,
indebtedness_narrow,positive,,,,
indebtedness_low,positive,,,,
indebtedness_less,positive,,,,
indebtedness_below,positive,,,,
expenditure_up,negative,,,,
expenditure_double,negative,,,,
expenditure_go,negative,,,,
expenditure_grow,negative,,,,
expenditure_increase,negative,,,,
expenditure_jump,negative,,,,
expenditure_rise,negative,,,,
expenditure_rocket,negative,,,,
expenditure_soar,negative,,,,
expenditure_surge,negative,,,,
expenditure_trip,negative,,,,
expenditure_continue,negative,,,,
expenditure_reach,negative,,,,
expenditure_support,negative,,,,
expenditure_stand,negative,,,,
expenditure_raise,negative,,,,
expenditure_exceed,negative,,,,
expenditure_high,negative,,,,
expenditure_more,negative,,,,
expenditure_above,negative,,,,
loss_up,negative,,,,
loss_double,negative,,,,
loss_go,negative,,,,
loss_grow,negative,,,,
loss_increase,negative,,,,
loss_jump,negative,,,,
loss_rise,negative,,,,
loss_rocket,negative,,,,
loss_soar,negative,,,,
loss_surge,negative,,,,
loss_trip,negative,,,,
loss_continue,negative,,,,
loss_reach,negative,,,,
loss_support,negative,,,,
loss_stand,negative,,,,
loss_raise,negative,,,,
loss_exceed,negative,,,,
loss_high,negative,,,,
loss_more,negative,,,,
loss_above,negative,,,,
debt_up,negative,,,,
debt_double,negative,,,,
debt_go,negative,,,,
debt_grow,negative,,,,
debt_increase,negative,,,,
debt_jump,negative,,,,
debt_rise,negative,,,,
debt_rocket,negative,,,,
debt_soar,negative,,,,
debt_surge,negative,,,,
debt_trip,negative,,,,
debt_continue,negative,,,,
debt_reach,negative,,,,
debt_support,negative,,,,
debt_stand,negative,,,,
debt_raise,negative,,,,
debt_exceed,negative,,,,
debt_high,negative,,,,
debt_more,negative,,,,
debt_above,negative,,,,
indebtedness_up,negative,,,,
indebtedness_double,negative,,,,
indebtedness_go,negative,,,,
indebtedness_grow,negative,,,,
indebtedness_increase,negative,,,,
indebtedness_jump,negative,,,,
indebtedness_rise,negative,,,,
indebtedness_rocket,negative,,,,
indebtedness_soar,negative,,,,
indebtedness_surge,negative,,,,
indebtedness_trip,negative,,,,
indebtedness_continue,negative,,,,
indebtedness_reach,negative,,,,
indebtedness_support,negative,,,,
indebtedness_stand,negative,,,,
indebtedness_raise,negative,,,,
indebtedness_exceed,negative,,,,
indebtedness_high,negative,,,,
indebtedness_more,negative,,,,
indebtedness_above,negative,,,,
bullish,positive,,,,
bearish,negative,,,,
about_time,positive,,,,
abuse_allege,negative,,,,
accuse_company,negative,,,,
acquire_business,positive,,,,
acquire_company,positive,,,,
activity_increase,positive,,,,
actually_egregious,positive,,,,
add_job,positive,,,,
add_miner,positive,,,,
add_share,positive,,,,
additional_vehicle,negative,,,,
admiral_blow,positive,,,,
adoption_increase,positive,,,,
affect_breach,negative,,,,
affect_layoff,negative,,,,
affect_profit,negative,,,,
affect_thousand,negative,,,,
affluent_consumer,positive,,,,
afloat_stay,negative,,,,
again_do,positive,,,,
again_hit,negative,,,,
again_lead,positive,,,,
again_rise,positive,,,,
again_see,positive,,,,
again_travel,positive,,,,
aggressive_buy,positive,,,,
agree_downness,positive,,,,
agree_sale,positive,,,,
ahead_lift,positive,,,,
ahead_snap,positive,,,,
ahead_speed,positive,,,,
ahead_work,positive,,,,
ahead_year,positive,,,,
alert_cover,positive,,,,
all_basis,positive,,,,
all_buy,negative,,,,
all_cut,negative,,,,
all_go,negative,,,,
all_high,positive,,,,
allow_drug,positive,,,,
allow_speech,negative,,,,
almost_up,positive,,,,
alphabet_announce,positive,,,,
alphabet_beat,positive,,,,
alphabet_report,positive,,,,
also_feed,positive,,,,
also_pick,positive,,,,
amazing_quarter,positive,,,,
analyst_predict,positive,,,,
announce_breach,negative,,,,
announce_breakthrough,positive,,,,
announce_closure,negative,,,,
announce_cut,negative,,,,
announce_decrease,negative,,,,
announce_goal,positive,,,,
announce_growth,positive,,,,
announce_hike,negative,,,,
announce_initiative,positive,,,,
announce_investment,positive,,,,
announce_layoff,negative,,,,
announce_line,positive,,,,
announce_partnership,positive,,,,
announce_position,negative,,,,
announce_profit,positive,,,,
announce_program,positive,,,,
announce_result,positive,,,,
announce_revenue,positive,,,,
annual_profit,negative,,,,
antitrust_concern,negative,,,,
antitrust_investigation,negative,,,,
antitrust_violation,negative,,,,
anyone_sell,positive,,,,
anyways_egregious,positive,,,,
apart_tear,negative,,,,
apple_break,negative,,,,
apple_face,negative,,,,
apple_report,positive,,,,
appose_set,positive,,,,
approach_drive,positive,,,,
approve_drug,positive,,,,
approve_version,positive,,,,
arctic_exploration,negative,,,,
arctic_plan,negative,,,,
athletic_apparel,positive,,,,
attack_market,positive,,,,
attract_attention,positive,,,,
attract_customer,positive,,,,
attract_investment,positive,,,,
attract_investor,positive,,,,
attract_passenger,positive,,,,
attract_talent,positive,,,,
average_hit,positive,,,,
average_reach,positive,,,,
average_volume,positive,,,,
back_approval,positive,,,,
back_bounce,positive,,,,
back_go,positive,,,,
back_market,positive,,,,
back_surprise,positive,,,,
bad_day,negative,,,,
bad_governance,negative,,,,
bad_idea,positive,,,,
bad_stock,negative,,,,
bad_week,negative,,,,
bag_deal,positive,,,,
bail_deal,positive,,,,
bank_agree,negative,,,,
bank_beat,positive,,,,
bank_face,negative,,,,
bank_report,positive,,,,
bank_see,positive,,,,
bank_struggle,negative,,,,
bear_retake,positive,,,,
bear_take,negative,,,,
beat_estimate,positive,,,,
beat_expectation,positive,,,,
beat_forecast,positive,,,,
beauty_fly,positive,,,,
before_tell,positive,,,,
begin_assault,positive,,,,
believe_rumor,positive,,,,
bid_renew,positive,,,,
big_bank,positive,,,,
big_gainer,positive,,,,
big_win,positive,,,,
blood_be,positive,,,,
book_close,negative,,,,
book_flight,positive,,,,
booking_increase,positive,,,,
boom_end,negative,,,,
boost_confidence,positive,,,,
boost_demand,positive,,,,
boost_drug,positive,,,,
boost_earnings,positive,,,,
boost_growth,positive,,,,
boost_price,positive,,,,
boost_profit,positive,,,,
boost_profitability,positive,,,,
boost_rally,positive,,,,
boost_sale,positive,,,,
boost_sentiment,positive,,,,
boost_stake,positive,,,,
branch_produce,positive,,,,
breach_expose,negative,,,,
break_line,positive,,,,
break_oil,positive,,,,
break_resistance,positive,,,,
break_support,negative,,,,
break_timing,positive,,,,
breakout_fail,negative,,,,
bring_average,negative,,,,
broad_market,positive,,,,
build_factory,positive,,,,
build_plan,positive,,,,
bullish_activity,positive,,,,
bullish_crossover,positive,,,,
bullish_insider,positive,,,,
bullish_option,positive,,,,
bullish_stock,positive,,,,
business_base,positive,,,,
business_continue,positive,,,,
business_see,positive,,,,
business_struggle,negative,,,,
busy_business,positive,,,,
busy_stake,positive,,,,
buy_brokerage,positive,,,,
buy_call,positive,,,,
buy_close,positive,,,,
buy_dip,positive,,,,
buy_group,positive,,,,
buy_round,negative,,,,
buy_share,positive,,,,
buy_shell,positive,,,,
buy_shire,positive,,,,
buy_some,positive,,,,
buy_stake,positive,,,,
buy_target,positive,,,,
buy_technology,positive,,,,
buy_unit,positive,,,,
buy_update,positive,,,,
call_go,positive,,,,
capacity_increase,positive,,,,
careful_dust,negative,,,,
catch_bid,positive,,,,
caterpillar_report,positive,,,,
cause_cancer,negative,,,,
cause_concern,negative,,,,
cause_loss,negative,,,,
cause_price,negative,,,,
centric_approach,positive,,,,
chain_face,negative,,,,
chain_know,negative,,,,
challenge_mount,negative,,,,
chart_illustrate,positive,,,,
chart_roll,negative,,,,
chase_announce,positive,,,,
chase_beat,positive,,,,
chase_boy,positive,,,,
chase_chartered,positive,,,,
chase_face,negative,,,,
chase_report,positive,,,,
chase_said,positive,,,,
cheap_what,negative,,,,
cheating_penalty,negative,,,,
chevron_face,negative,,,,
cite_demand,positive,,,,
cite_rebound,positive,,,,
clean_energy,positive,,,,
clear_advantage,negative,,,,
clear_direction,positive,,,,
clinical_trial,positive,,,,
close_deal,positive,,,,
close_door,negative,,,,
close_store,negative,,,,
closely_watch,negative,,,,
coca_announce,positive,,,,
coca_face,negative,,,,
coca_report,positive,,,,
coca_see,positive,,,,
come_retailer,positive,,,,
commerce_remain,positive,,,,
commercial_airplane,positive,,,,
commercial_property,negative,,,,
commitment_earn,positive,,,,
commitment_enhance,positive,,,,
company_continue,positive,,,,
company_cover,negative,,,,
company_develop,positive,,,,
company_face,negative,,,,
company_go,positive,,,,
company_increase,positive,,,,
company_introduce,positive,,,,
company_invest,positive,,,,
company_launch,positive,,,,
company_make,positive,,,,
company_ramp,positive,,,,
company_see,positive,,,,
company_seek,positive,,,,
company_tend,positive,,,,
competition_increase,negative,,,,
competition_mount,negative,,,,
complete_swap,positive,,,,
concrete_bid,positive,,,,
confidence_drop,negative,,,,
confidence_renew,positive,,,,
confidence_rise,positive,,,,
conscious_customer,positive,,,,
consecutive_decline,negative,,,,
consider_offer,positive,,,,
consistent_gain,positive,,,,
consumer_return,positive,,,,
consumer_spend,positive,,,,
continuous_improvement,positive,,,,
controversial_figure,negative,,,,
corporate_earnings,positive,,,,
corporate_scandal,negative,,,,
cost_impact,negative,,,,
cost_reduce,positive,,,,
cost_rise,negative,,,,
could_positive,positive,,,,
could_ready,negative,,,,
country_develop,negative,,,,
create_job,positive,,,,
create_opportunity,positive,,,,
create_thousand,positive,,,,
create_value,positive,,,,
crest_lose,negative,,,,
crisis_enter,negative,,,,
crude_bear,negative,,,,
culture_drive,positive,,,,
culture_lead,positive,,,,
customer_mislead,negative,,,,
cut_benefit,negative,,,,
cut_plan,negative,,,,
cut_price,negative,,,,
cut_stake,negative,,,,
daily_chart,positive,,,,
daily_mail,positive,,,,
dark_pool,negative,,,,
deal_propose,negative,,,,
deceptive_practice,negative,,,,
decline_lead,negative,,,,
decline_sale,negative,,,,
defensive_sector,positive,,,,
delivery_increase,positive,,,,
develop_product,positive,,,,
